C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_46_765.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_46_765.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_46_765.jpg, 0, 1, 0, 30.19066
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_46_865.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_46_865.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_46_865.jpg, 0, 1, 0, 30.19067
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_46_968.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_46_968.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_46_968.jpg, 0, 1, 0, 30.19068
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_070.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_070.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_070.jpg, 0.1581935, 1, 0, 30.06171
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_171.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_171.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_171.jpg, 0, 1, 0, 30.18894
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_273.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_273.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_273.jpg, 0, 1, 0, 30.19534
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_373.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_373.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_373.jpg, 0, 1, 0, 30.20592
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_474.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_474.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_474.jpg, 0, 1, 0, 30.19207
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_576.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_576.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_576.jpg, 0.003952011, 1, 0, 30.19041
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_678.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_678.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_678.jpg, 0, 1, 0, 30.19008
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_781.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_781.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_781.jpg, 0, 1, 0, 30.19022
C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\center_2019_12_30_17_15_47_884.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\left_2019_12_30_17_15_47_884.jpg, C:\Users\crest\Desktop\Yeni Deneme\Data\IMG\right_2019_12_30_17_15_47_884.jpg, 0.1311454, 1, 0, 30.1858
